"Image Name","PID","Session Name","Session#","Mem Usage","Status","User Name","CPU Time","Window Title"
"System Idle Process","0","Services","0","8 K","Unknown","NT AUTHORITY\SYSTEM","11:07:28","N/A"
"System","4","Services","0","1,116 K","Unknown","N/A","0:01:02","N/A"
"Registry","92","Services","0","97,996 K","Unknown","N/A","0:00:00","N/A"
"smss.exe","364","Services","0","1,092 K","Unknown","N/A","0:00:00","N/A"
"csrss.exe","456","Services","0","5,408 K","Unknown","N/A","0:00:00","N/A"
"csrss.exe","540","Console","1","4,408 K","Unknown","N/A","0:00:00","N/A"
"wininit.exe","560","Services","0","6,684 K","Unknown","N/A","0:00:00","N/A"
"winlogon.exe","604","Console","1","10,412 K","Unknown","N/A","0:00:00","N/A"
"services.exe","676","Services","0","12,004 K","Unknown","N/A","0:00:05","N/A"
"lsass.exe","696","Services","0","23,324 K","Unknown","N/A","0:00:08","N/A"
"svchost.exe","816","Services","0","29,580 K","Unknown","N/A","0:00:05","N/A"
"fontdrvhost.exe","836","Console","1","3,236 K","Unknown","N/A","0:00:00","N/A"
"fontdrvhost.exe","844","Services","0","3,392 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","924","Services","0","15,464 K","Unknown","N/A","0:00:19","N/A"
"svchost.exe","976","Services","0","9,144 K","Unknown","N/A","0:00:01","N/A"
"LogonUI.exe","392","Console","1","54,348 K","Unknown","N/A","0:00:01","N/A"
"dwm.exe","400","Console","1","46,992 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","544","Services","0","129,548 K","Unknown","N/A","0:02:39","N/A"
"svchost.exe","8","Services","0","4,992 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","480","Services","0","6,232 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","1032","Services","0","7,216 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","1108","Services","0","7,140 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","1132","Services","0","8,708 K","Unknown","N/A","0:00:03","N/A"
"svchost.exe","1140","Services","0","16,576 K","Unknown","N/A","0:00:21","N/A"
"svchost.exe","1264","Services","0","11,276 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","1284","Services","0","22,772 K","Unknown","N/A","0:00:02","N/A"
"svchost.exe","1384","Services","0","18,620 K","Unknown","N/A","0:00:40","N/A"
"svchost.exe","1404","Services","0","7,056 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","1464","Services","0","11,904 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","1588","Services","0","8,864 K","Unknown","N/A","0:00:01","N/A"
"svchost.exe","1612","Services","0","10,164 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","1652","Services","0","7,552 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","1664","Services","0","5,736 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","1672","Services","0","86,760 K","Unknown","N/A","0:01:41","N/A"
"svchost.exe","1684","Services","0","13,560 K","Unknown","N/A","0:00:00","N/A"
"WUDFHost.exe","1696","Services","0","7,996 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","1828","Services","0","8,952 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","1848","Services","0","15,832 K","Unknown","N/A","0:00:01","N/A"
"svchost.exe","1920","Services","0","6,728 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","1928","Services","0","7,808 K","Unknown","N/A","0:00:00","N/A"
"Memory Compression","1088","Services","0","482,816 K","Unknown","N/A","0:00:22","N/A"
"svchost.exe","2060","Services","0","13,232 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","2160","Services","0","5,824 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","2444","Services","0","6,052 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","2452","Services","0","8,880 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","2496","Services","0","6,788 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","2544","Services","0","9,760 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","2568","Services","0","12,160 K","Unknown","N/A","0:00:00","N/A"
"spoolsv.exe","2896","Services","0","17,136 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","2944","Services","0","6,852 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","2980","Services","0","10,056 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","3064","Services","0","9,164 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","2272","Services","0","34,272 K","Unknown","N/A","0:00:05","N/A"
"svchost.exe","1048","Services","0","31,056 K","Unknown","N/A","0:00:04","N/A"
"svchost.exe","2228","Services","0","15,324 K","Unknown","N/A","0:00:03","N/A"
"svchost.exe","3076","Services","0","6,180 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","3124","Services","0","18,244 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","3140","Services","0","11,400 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","3148","Services","0","5,512 K","Unknown","N/A","0:00:00","N/A"
"DbxSvc.exe","3232","Services","0","5,308 K","Unknown","N/A","0:00:00","N/A"
"snmp.exe","3264","Services","0","7,736 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","3328","Services","0","5,192 K","Unknown","N/A","0:00:00","N/A"
"vmtoolsd.exe","3356","Services","0","18,236 K","Unknown","N/A","0:00:12","N/A"
"OfficeClickToRun.exe","3388","Services","0","33,152 K","Unknown","N/A","0:00:01","N/A"
"armsvc.exe","3408","Services","0","5,748 K","Unknown","N/A","0:00:00","N/A"
"UploaderService.exe","3420","Services","0","10,824 K","Unknown","N/A","0:00:00","N/A"
"ssh-agent.exe","3436","Services","0","4,816 K","Unknown","N/A","0:00:00","N/A"
"vmware-usbarbitrator64.ex","3460","Services","0","10,604 K","Unknown","N/A","0:00:00","N/A"
"ftscanmgrhv.exe","3476","Services","0","10,208 K","Unknown","N/A","0:00:00","N/A"
"ftnlsv.exe","3488","Services","0","6,420 K","Unknown","N/A","0:00:00","N/A"
"mqsvc.exe","3528","Services","0","11,660 K","Unknown","N/A","0:00:00","N/A"
"vmwsprrdpwks.exe","3572","Services","0","7,764 K","Unknown","N/A","0:00:00","N/A"
"MsMpEng.exe","3784","Services","0","222,968 K","Unknown","N/A","0:04:03","N/A"
"svchost.exe","3840","Services","0","7,384 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","3988","Services","0","9,488 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","4068","Services","0","7,084 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","3216","Services","0","9,032 K","Unknown","N/A","0:00:00","N/A"
"nfsclnt.exe","1392","Services","0","4,760 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","4180","Services","0","8,280 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","4268","Services","0","7,192 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","4332","Services","0","5,592 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","4516","Services","0","11,632 K","Unknown","N/A","0:00:00","N/A"
"dllhost.exe","5064","Services","0","10,684 K","Unknown","N/A","0:00:00","N/A"
"NisSrv.exe","2920","Services","0","11,140 K","Unknown","N/A","0:00:04","N/A"
"svchost.exe","3200","Services","0","9,524 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","3468","Services","0","17,288 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","824","Services","0","10,588 K","Unknown","N/A","0:00:01","N/A"
"svchost.exe","2752","Services","0","7,060 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","3176","Services","0","15,740 K","Unknown","N/A","0:00:16","N/A"
"liwinsvc.exe","1948","Services","0","14,544 K","Unknown","N/A","0:00:00","N/A"
"DropboxUpdate.exe","5328","Services","0","4,348 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","5752","Services","0","14,356 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","5488","Services","0","11,172 K","Unknown","N/A","0:00:00","N/A"
"liupdater.exe","5720","Services","0","7,664 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","5964","Services","0","7,752 K","Unknown","N/A","0:00:00","N/A"
"SgrmBroker.exe","4732","Services","0","7,264 K","Unknown","N/A","0:00:00","N/A"
"csrss.exe","5608","RDP-Tcp#2","2","5,936 K","Running","N/A","0:00:09","N/A"
"winlogon.exe","6116","RDP-Tcp#2","2","9,376 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","936","Services","0","10,916 K","Unknown","N/A","0:00:00","N/A"
"SearchIndexer.exe","5588","Services","0","40,284 K","Unknown","N/A","0:00:22","N/A"
"fontdrvhost.exe","2292","RDP-Tcp#2","2","7,764 K","Unknown","N/A","0:00:00","N/A"
"dwm.exe","6052","RDP-Tcp#2","2","127,520 K","Running","N/A","0:01:44","DWM Notification Window"
"svchost.exe","688","Services","0","6,484 K","Unknown","N/A","0:00:00","N/A"
"rdpclip.exe","6160","RDP-Tcp#2","2","12,268 K","Running","LOCAL\lucd","0:00:03","N/A"
"sihost.exe","6208","RDP-Tcp#2","2","26,312 K","Running","LOCAL\lucd","0:00:02","N/A"
"svchost.exe","6392","RDP-Tcp#2","2","24,520 K","Unknown","LOCAL\lucd","0:00:02","N/A"
"svchost.exe","6444","RDP-Tcp#2","2","26,124 K","Running","LOCAL\lucd","0:00:01","Windows Push Notifications Platform"
"taskhostw.exe","6520","RDP-Tcp#2","2","17,520 K","Running","LOCAL\lucd","0:00:00","Task Host Window"
"explorer.exe","6760","RDP-Tcp#2","2","159,388 K","Running","LOCAL\lucd","0:01:34","What's the best way to determine the location of the current PowerShell"
"svchost.exe","6872","Services","0","15,648 K","Unknown","N/A","0:00:01","N/A"
"svchost.exe","6880","Services","0","7,680 K","Unknown","N/A","0:00:00","N/A"
"ctfmon.exe","6976","RDP-Tcp#2","2","20,400 K","Running","LOCAL\lucd","0:00:08","N/A"
"svchost.exe","5620","Services","0","10,696 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","984","RDP-Tcp#2","2","22,608 K","Running","LOCAL\lucd","0:00:00","N/A"
"TextInputHost.exe","3968","RDP-Tcp#2","2","34,544 K","Running","LOCAL\lucd","0:00:01","Microsoft Text Input Application"
"StartMenuExperienceHost.e","5512","RDP-Tcp#2","2","57,540 K","Running","LOCAL\lucd","0:00:01","Start"
"RuntimeBroker.exe","7280","RDP-Tcp#2","2","26,228 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"RuntimeBroker.exe","7708","RDP-Tcp#2","2","39,516 K","Running","LOCAL\lucd","0:00:04","N/A"
"svchost.exe","8152","RDP-Tcp#2","2","11,140 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"SecurityHealthSystray.exe","5920","RDP-Tcp#2","2","9,544 K","Running","LOCAL\lucd","0:00:00","N/A"
"Snagit32.exe","4956","RDP-Tcp#2","2","86,944 K","Running","LOCAL\lucd","0:00:04","SystemResourceNotifyWindow"
"SecurityHealthService.exe","7208","Services","0","13,120 K","Unknown","N/A","0:00:00","N/A"
"vm3dservice.exe","4420","RDP-Tcp#2","2","6,304 K","Running","LOCAL\lucd","0:00:00","VM3DService Hidden window"
"vmtoolsd.exe","6528","RDP-Tcp#2","2","15,580 K","Running","LOCAL\lucd","0:00:12","N/A"
"OneDrive.exe","3752","RDP-Tcp#2","2","51,256 K","Running","LOCAL\lucd","0:00:06","GDI+ Window (OneDrive.exe)"
"chrome.exe","6920","RDP-Tcp#2","2","68,144 K","Running","LOCAL\lucd","0:00:01","N/A"
"chrome.exe","7540","RDP-Tcp#2","2","6,964 K","Running","LOCAL\lucd","0:00:00","N/A"
"Dropbox.exe","7892","RDP-Tcp#2","2","149,164 K","Running","LOCAL\lucd","0:00:54","Press enter to open the Dropbox menu"
"chrome.exe","7900","RDP-Tcp#2","2","20,012 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"chrome.exe","5352","RDP-Tcp#2","2","24,292 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"chrome.exe","8436","RDP-Tcp#2","2","13,268 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"chrome.exe","8516","RDP-Tcp#2","2","18,544 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"chrome.exe","8524","RDP-Tcp#2","2","34,884 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"chrome.exe","8544","RDP-Tcp#2","2","44,884 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"Dropbox.exe","8836","RDP-Tcp#2","2","9,068 K","Running","LOCAL\lucd","0:00:00","N/A"
"Dropbox.exe","8872","RDP-Tcp#2","2","10,956 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"svchost.exe","7172","Services","0","20,020 K","Unknown","N/A","0:00:00","N/A"
"SnagPriv.exe","6576","RDP-Tcp#2","2","6,928 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"msedge.exe","4612","RDP-Tcp#2","2","205,876 K","Running","LOCAL\lucd","0:08:14","What's the best way to determine the location of the current PowerShell"
"msedge.exe","10036","RDP-Tcp#2","2","8,340 K","Running","LOCAL\lucd","0:00:00","N/A"
"ShellExperienceHost.exe","9272","RDP-Tcp#2","2","33,384 K","Running","LOCAL\lucd","0:00:00","Jump List for Microsoft Edge Dev"
"msedge.exe","7980","RDP-Tcp#2","2","103,688 K","Unknown","LOCAL\lucd","0:01:17","N/A"
"msedge.exe","9808","RDP-Tcp#2","2","45,756 K","Unknown","LOCAL\lucd","0:01:15","N/A"
"msedge.exe","9960","RDP-Tcp#2","2","18,992 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"msedge.exe","7740","RDP-Tcp#2","2","76,116 K","Unknown","LOCAL\lucd","0:01:08","N/A"
"msedge.exe","9652","RDP-Tcp#2","2","45,160 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"msedge.exe","9984","RDP-Tcp#2","2","44,388 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"WmiPrvSE.exe","10912","Services","0","20,744 K","Unknown","N/A","0:01:50","N/A"
"msedge.exe","420","RDP-Tcp#2","2","13,704 K","Unknown","LOCAL\lucd","0:00:02","N/A"
"RuntimeBroker.exe","9792","RDP-Tcp#2","2","16,492 K","Running","LOCAL\lucd","0:00:00","OleMainThreadWndName"
"SearchApp.exe","11020","RDP-Tcp#2","2","89,064 K","Running","LOCAL\lucd","0:00:06","Search"
"SnagitEditor.exe","9800","RDP-Tcp#2","2","99,128 K","Running","LOCAL\lucd","0:00:09","N/A"
"QtWebEngineProcess.exe","11040","RDP-Tcp#2","2","46,676 K","Unknown","LOCAL\lucd","0:00:04","N/A"
"QtWebEngineProcess.exe","7092","RDP-Tcp#2","2","34,408 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"msedge.exe","8356","RDP-Tcp#2","2","12,848 K","Unknown","LOCAL\lucd","0:00:06","N/A"
"msedge.exe","2916","RDP-Tcp#2","2","13,264 K","Unknown","LOCAL\lucd","0:00:02","N/A"
"msedge.exe","9064","RDP-Tcp#2","2","236,664 K","Unknown","LOCAL\lucd","0:06:53","N/A"
"msedge.exe","10576","RDP-Tcp#2","2","105,464 K","Unknown","LOCAL\lucd","0:00:26","N/A"
"msedge.exe","8112","RDP-Tcp#2","2","14,084 K","Unknown","LOCAL\lucd","0:04:51","N/A"
"msedge.exe","2412","RDP-Tcp#2","2","17,336 K","Unknown","LOCAL\lucd","0:00:03","N/A"
"msedge.exe","12072","RDP-Tcp#2","2","9,940 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"msedge.exe","2472","RDP-Tcp#2","2","15,224 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"dllhost.exe","8820","RDP-Tcp#2","2","11,344 K","Running","LOCAL\lucd","0:00:00","OleMainThreadWndName"
"msedge.exe","5316","RDP-Tcp#2","2","22,056 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"ApplicationFrameHost.exe","4920","RDP-Tcp#2","2","23,656 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"svchost.exe","9260","Services","0","10,644 K","Unknown","N/A","0:00:00","N/A"
"msedge.exe","10956","RDP-Tcp#2","2","83,204 K","Unknown","LOCAL\lucd","0:00:13","N/A"
"Microsoft.Photos.exe","4008","RDP-Tcp#2","2","41,812 K","Running","LOCAL\lucd","0:00:01","OleMainThreadWndName"
"RuntimeBroker.exe","12584","RDP-Tcp#2","2","27,224 K","Running","LOCAL\lucd","0:00:00","N/A"
"svchost.exe","12052","Services","0","12,980 K","Unknown","N/A","0:00:02","N/A"
"svchost.exe","12748","Services","0","9,324 K","Unknown","N/A","0:00:00","N/A"
"SettingSyncHost.exe","6548","RDP-Tcp#2","2","5,380 K","Running","LOCAL\lucd","0:00:00","N/A"
"svchost.exe","6256","Services","0","7,488 K","Unknown","N/A","0:00:00","N/A"
"RuntimeBroker.exe","7636","RDP-Tcp#2","2","18,012 K","Unknown","LOCAL\lucd","0:00:01","N/A"
"powershell.exe","3368","RDP-Tcp#2","2","82,948 K","Running","LOCAL\lucd","0:00:09","Windows PowerShell"
"conhost.exe","9384","RDP-Tcp#2","2","18,592 K","Running","LOCAL\lucd","0:00:00","N/A"
"msedge.exe","7112","RDP-Tcp#2","2","19,396 K","Unknown","LOCAL\lucd","0:00:01","N/A"
"cmd.exe","3288","RDP-Tcp#2","2","4,344 K","Running","LOCAL\lucd","0:00:00","C:\WINDOWS\system32\cmd.exe"
"conhost.exe","7240","RDP-Tcp#2","2","13,496 K","Running","LOCAL\lucd","0:00:02","N/A"
"msedge.exe","7652","RDP-Tcp#2","2","58,324 K","Unknown","LOCAL\lucd","0:02:56","N/A"
"Code.exe","11400","RDP-Tcp#2","2","75,868 K","Running","LOCAL\lucd","0:00:10","tasklist.ps1 - VMW-Crescendo - Visual Studio Code"
"Code.exe","6888","RDP-Tcp#2","2","22,536 K","Running","LOCAL\lucd","0:00:00","N/A"
"Code.exe","9268","RDP-Tcp#2","2","77,172 K","Unknown","LOCAL\lucd","0:00:32","N/A"
"Code.exe","9576","RDP-Tcp#2","2","35,200 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"Code.exe","7960","RDP-Tcp#2","2","231,544 K","Unknown","LOCAL\lucd","0:02:19","N/A"
"conhost.exe","7604","RDP-Tcp#2","2","6,360 K","Running","LOCAL\lucd","0:00:00","N/A"
"powershell.exe","10600","RDP-Tcp#2","2","48,528 K","Running","LOCAL\lucd","0:00:00","OleMainThreadWndName"
"Code.exe","13108","RDP-Tcp#2","2","105,332 K","Unknown","LOCAL\lucd","0:00:08","N/A"
"CodeHelper.exe","10756","RDP-Tcp#2","2","15,220 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"conhost.exe","11316","RDP-Tcp#2","2","6,180 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"Code.exe","10880","RDP-Tcp#2","2","76,672 K","Unknown","LOCAL\lucd","0:00:01","N/A"
"conhost.exe","9776","RDP-Tcp#2","2","6,612 K","Running","LOCAL\lucd","0:00:03","N/A"
"pwsh.exe","7268","RDP-Tcp#2","2","198,476 K","Running","LOCAL\lucd","0:00:27","OLEChannelWnd"
"msedge.exe","9948","RDP-Tcp#2","2","115,588 K","Unknown","LOCAL\lucd","0:00:04","N/A"
"svchost.exe","7728","Services","0","16,236 K","Unknown","N/A","0:00:01","N/A"
"svchost.exe","12356","Services","0","6,168 K","Unknown","N/A","0:00:00","N/A"
"audiodg.exe","4248","Services","0","14,540 K","Unknown","N/A","0:00:00","N/A"
"SearchProtocolHost.exe","6356","Services","0","10,296 K","Unknown","N/A","0:00:00","N/A"
"Code.exe","220","RDP-Tcp#2","2","66,988 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"msedge.exe","11464","RDP-Tcp#2","2","111,948 K","Unknown","LOCAL\lucd","0:00:02","N/A"
"msedge.exe","6748","RDP-Tcp#2","2","99,716 K","Unknown","LOCAL\lucd","0:00:03","N/A"
"msedge.exe","12396","RDP-Tcp#2","2","26,244 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"SearchFilterHost.exe","4624","Services","0","7,512 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","7956","Services","0","7,572 K","Unknown","N/A","0:00:00","N/A"
"backgroundTaskHost.exe","5292","RDP-Tcp#2","2","21,364 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"RuntimeBroker.exe","6480","RDP-Tcp#2","2","21,736 K","Unknown","LOCAL\lucd","0:00:00","N/A"
"svchost.exe","4328","Services","0","8,864 K","Unknown","N/A","0:00:00","N/A"
"tasklist.exe","4904","RDP-Tcp#2","2","10,104 K","Unknown","LOCAL\lucd","0:00:00","N/A"
